,behavior,cluster,date,depth,ephys,isiViolations,nSpikes,sessiontype,subject,tetrode,tetrodes,clusterQuality
1903,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",4,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",0.3745318352,535,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,1,"[1, 2, 4, 6, 7, 8]",0
1904,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",1,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",0.0,56,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,2,"[1, 2, 4, 6, 7, 8]",0
1905,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",2,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",0.1814882033,1103,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,2,"[1, 2, 4, 6, 7, 8]",1
1906,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",3,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",1.5476924802,17834,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,2,"[1, 2, 4, 6, 7, 8]",0
1912,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",3,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",0.4137931034,726,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,4,"[1, 2, 4, 6, 7, 8]",0
1913,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",4,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",0.6653359947,1504,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,4,"[1, 2, 4, 6, 7, 8]",0
1914,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",5,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",1.8356278682,9589,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,4,"[1, 2, 4, 6, 7, 8]",0
1915,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",6,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",1.0452961673,288,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,4,"[1, 2, 4, 6, 7, 8]",0
1918,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",3,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",0.0,3818,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,6,"[1, 2, 4, 6, 7, 8]",1
1920,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",5,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",1.6810540663,2202,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,6,"[1, 2, 4, 6, 7, 8]",2
1921,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",6,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",0.5528680028,7236,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,6,"[1, 2, 4, 6, 7, 8]",2
1922,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",1,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",0.0,20,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,7,"[1, 2, 4, 6, 7, 8]",0
1923,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",2,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",0.0,1837,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,7,"[1, 2, 4, 6, 7, 8]",2
1924,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",3,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",0.9679370841,1654,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,7,"[1, 2, 4, 6, 7, 8]",0
1925,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",4,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",0.0,379,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,7,"[1, 2, 4, 6, 7, 8]",1
1926,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",5,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",0.0711743772,1406,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,7,"[1, 2, 4, 6, 7, 8]",0
1927,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",6,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",0.1043841336,959,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,7,"[1, 2, 4, 6, 7, 8]",2
1928,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",1,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",0.0,55,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,8,"[1, 2, 4, 6, 7, 8]",0
1929,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",2,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",0.2117382386,30227,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,8,"[1, 2, 4, 6, 7, 8]",1
1930,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",3,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",1.2967826658,6093,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,8,"[1, 2, 4, 6, 7, 8]",0
1932,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",5,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",1.5631393731,12220,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,8,"[1, 2, 4, 6, 7, 8]",2
1933,"[None, None, 'band015_am_tuning_curve_20161111f.h5', 'band015_am_tuning_curve_20161111g.h5', None, None, 'band015_bandwidth_am_20161111h.h5']",6,2016-11-11,1026,"['2016-11-11_14-47-21', '2016-11-11_14-50-27', '2016-11-11_14-53-28', '2016-11-11_15-06-08', '2016-11-11_15-12-02', '2016-11-11_15-14-23', '2016-11-11_15-17-22']",1.1723070117,4522,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,8,"[1, 2, 4, 6, 7, 8]",0
1934,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",1,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.0,3,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,1,"[1, 2, 4, 5, 6, 7, 8]",0
1935,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",2,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",1.5817223199,570,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,1,"[1, 2, 4, 5, 6, 7, 8]",0
1937,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",4,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.9285714286,1401,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,1,"[1, 2, 4, 5, 6, 7, 8]",0
1938,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",5,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",1.1594202899,346,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,1,"[1, 2, 4, 5, 6, 7, 8]",0
1939,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",1,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.0,106,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,2,"[1, 2, 4, 5, 6, 7, 8]",0
1940,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",2,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",1.4918654749,15552,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,2,"[1, 2, 4, 5, 6, 7, 8]",0
1941,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",3,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.7785985227,5010,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,2,"[1, 2, 4, 5, 6, 7, 8]",2
1942,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",4,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",1.2205336843,8358,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,2,"[1, 2, 4, 5, 6, 7, 8]",0
1943,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",5,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",1.304828603,13566,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,2,"[1, 2, 4, 5, 6, 7, 8]",0
1945,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",1,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.0,7,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,4,"[1, 2, 4, 5, 6, 7, 8]",0
1946,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",2,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.2466699556,2028,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,4,"[1, 2, 4, 5, 6, 7, 8]",0
1947,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",3,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",1.4197892272,6833,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,4,"[1, 2, 4, 5, 6, 7, 8]",0
1948,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",4,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.6944444444,5329,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,4,"[1, 2, 4, 5, 6, 7, 8]",0
1949,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",5,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.4971002486,1208,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,4,"[1, 2, 4, 5, 6, 7, 8]",0
1950,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",6,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.4545454545,441,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,4,"[1, 2, 4, 5, 6, 7, 8]",0
1951,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",1,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.0,4,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,5,"[1, 2, 4, 5, 6, 7, 8]",0
1952,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",2,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.5138746146,974,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,5,"[1, 2, 4, 5, 6, 7, 8]",0
1953,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",3,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.7330138145,3548,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,5,"[1, 2, 4, 5, 6, 7, 8]",0
1954,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",4,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.0,830,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,5,"[1, 2, 4, 5, 6, 7, 8]",0
1955,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",5,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",1.8425460637,1792,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,5,"[1, 2, 4, 5, 6, 7, 8]",0
1959,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",4,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.3748687959,6670,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,6,"[1, 2, 4, 5, 6, 7, 8]",0
1960,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",5,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.6441223833,4969,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,6,"[1, 2, 4, 5, 6, 7, 8]",0
1961,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",6,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",1.2307968736,11132,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,6,"[1, 2, 4, 5, 6, 7, 8]",0
1963,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",2,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.7879924953,2666,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,7,"[1, 2, 4, 5, 6, 7, 8]",0
1964,"[None, None, None, 'band015_am_tuning_curve_20161111i.h5', 'band015_am_tuning_curve_20161111j.h5', None, None, 'band015_bandwidth_am_20161111k.h5']",3,2016-11-11,1100,"['2016-11-11_15-34-00', '2016-11-11_15-37-21', '2016-11-11_15-40-11', '2016-11-11_15-42-49', '2016-11-11_15-53-29', '2016-11-11_15-58-16', '2016-11-11_16-00-45', '2016-11-11_16-03-53']",0.675087108,4593,"['laserPulse', 'laserTrain', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,7,"[1, 2, 4, 5, 6, 7, 8]",0
